gradyear,NumberOffriends,basketball,football,soccer,softball,volleyball,swimming,cheerleading,baseball,tennis,sports,dance,band,marching,music,rock,hair,dress,blonde,clusters,cluster
2009,17,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0
2007,49,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,49,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2007,117,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,40,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2008,15,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0
2007,6,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
2008,63,5,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1
2006,11,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2006,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,57,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,3,0,2,1,1
2006,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2008,17,0,4,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1
2006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,47,0,0,0,1,0,8,0,0,0,0,2,0,0,2,0,1,0,0,1,1
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2006,29,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
2008,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2006,25,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0
2006,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
2008,69,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2008,12,0,0,0,0,0,0,0,0,3,1,1,1,0,4,3,1,0,0,1,1
2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,16,1,1,1,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,1,1
2009,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0
2006,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,5,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0
2006,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,24,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2008,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2007,15,2,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
2007,13,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0
2009,72,2,1,1,1,1,0,1,0,0,1,0,0,0,4,1,1,1,0,1,1
2006,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2009,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2006,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,63,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,118,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
2006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1,1
2009,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2007,0,0,0,7,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0
2007,52,6,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,3,0,1,1
2008,21,1,5,0,0,0,0,0,0,0,0,2,1,0,1,0,4,0,0,1,1
2007,25,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,2,0,1,1,1
2008,67,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2007,163,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
2006,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,91,0,0,0,1,1,0,0,2,0,0,0,0,0,0,4,0,0,0,1,1
2009,143,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0
2007,42,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0
2009,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2006,24,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,45,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,3,0,1,1,1
2008,42,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1
2009,81,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,98,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2007,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2008,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
2007,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,15,0,5,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2006,14,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
2006,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2007,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2008,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,8,0,3,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,1
2008,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2006,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2007,52,1,0,0,1,7,0,0,0,0,1,1,1,0,1,2,0,0,0,1,1
2009,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
2007,17,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,20,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
2009,26,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2006,31,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2008,117,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0
2006,54,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2007,29,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,25,0,0,5,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2007,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,1
2007,8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
2009,138,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2006,12,0,3,3,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
2007,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2009,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2006,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2008,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2006,71,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
2006,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,17,0,0,3,0,0,0,0,0,0,2,0,2,0,1,0,1,0,1,1,1
2006,7,1,0,0,0,0,1,0,0,0,0,7,7,1,4,0,3,0,0,1,1
2006,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2006,21,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,0,0
2006,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2007,32,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2008,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,124,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0
2008,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0
2009,33,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2009,51,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0
2009,24,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,1,0,0,0,0
2006,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2009,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2009,6,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2007,9,3,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1
2009,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2007,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,29,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0
2009,81,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,7,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1
2006,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
2006,23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,97,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,131,1,0,0,3,0,0,0,0,0,1,7,1,0,2,0,0,0,0,1,1
2006,8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2007,48,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,8,0,7,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1
2008,108,0,0,0,0,0,0,0,4,0,0,9,0,0,0,1,0,1,0,1,1
2008,60,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,58,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2009,7,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0
2007,84,0,0,2,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0
2007,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2009,16,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0
2008,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,2,0,0,0,0
2008,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,23,0,1,0,0,0,1,0,0,5,2,0,4,0,1,0,1,0,0,1,1
2009,57,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2008,13,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
2009,145,2,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1
2008,37,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,91,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0
2007,20,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
2007,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2009,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2007,13,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
2007,0,2,1,0,0,0,0,0,0,0,1,4,0,0,1,1,2,1,0,1,1
2009,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,24,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
2009,13,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0
2008,13,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2008,110,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,3,0,0,0,0
2006,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2006,36,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
2006,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2007,23,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0
2007,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2008,72,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,1,1
2007,22,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0
2007,0,1,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1
2006,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,57,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,1
2009,85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
2008,28,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2006,22,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0
2009,40,0,0,0,0,0,0,0,0,1,0,8,0,0,4,4,1,0,0,1,1
2006,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,54,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2009,52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2009,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,24,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2009,30,0,0,0,0,1,0,0,0,2,4,0,0,0,1,0,0,0,0,1,1
2008,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2009,21,0,0,0,0,0,1,7,0,0,0,5,0,0,1,0,1,2,0,1,1
2009,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2006,66,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
2007,52,1,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1
2009,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2009,0,1,5,0,7,0,0,0,0,0,0,3,0,0,1,0,1,2,0,1,1
2006,5,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0
2009,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1
2006,22,0,0,0,0,0,0,0,0,0,0,0,13,0,3,1,3,0,0,1,1
2007,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
2007,15,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2006,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
2009,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,1,0,0
2006,15,1,0,5,0,1,0,0,0,0,1,3,3,0,6,1,0,0,0,1,1
2009,14,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2007,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,15,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,19,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2007,42,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0
2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2007,22,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2008,47,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
2006,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2006,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,14,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
2009,110,0,0,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0
2009,36,1,0,1,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
2007,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
2006,55,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2006,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,52,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,8,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,0,0,1,1
2008,83,0,1,6,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,1,1
2009,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,111,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,1
2007,30,0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0
2006,109,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0
2009,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
2008,42,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0
2006,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
2009,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,97,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2007,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2008,26,1,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2009,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2008,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,33,1,0,1,0,0,0,0,0,0,1,2,0,0,2,0,1,1,0,1,1
2008,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
2007,118,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0
2009,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,6,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,37,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2009,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2006,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,28,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,1,0,0,1,1
2007,14,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
2008,29,0,1,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
2007,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,0,0,0,0,2,0,0,1,1,1,0,6,0,0,0,0,1,0,0,1,1
2009,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2008,2,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2,1,1,1,1
2007,24,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
2006,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2006,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2008,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2007,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0
2006,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,189,1,1,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
2009,31,0,1,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0
2009,9,0,1,0,0,0,0,2,0,0,0,3,1,0,5,0,0,0,0,1,1
2008,111,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,4,0,2,1,1
2009,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2007,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,74,2,8,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2006,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,37,1,0,0,0,6,0,0,0,0,0,0,4,2,1,0,0,0,0,1,1
2008,15,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,2,0,0,0
2006,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
2009,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2009,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2008,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008,64,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2008,228,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0
2007,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,21,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,4,0,0,1,1
2007,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2007,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,3,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0
2007,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2009,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0
